university_name,group_code,sample_major_name,suggested_majors,in_simple,auto_filled
北京大学,203,专业组203,,NO,NO
中国人民大学,202,专业组202,,NO,NO
中国人民大学,203,专业组203,,NO,NO
清华大学,202,专业组202,,NO,NO
北京交通大学,"院
202","专业组院
202",,NO,NO
北京交通大学,204,专业组204,,NO,NO
北京交通大学(中外合作办学),205,专业组205,,NO,NO
北京工业大学,201,专业组201,,NO,NO
"考
北京工业大学",202,专业组202,,NO,NO
北京工业大学,203,专业组203,,NO,NO
北京工业大学,204,专业组204,,NO,NO
"育
北京航空航天大学",202,专业组202,,NO,NO
北京航空航天大学(中外合作办学),206,专业组206,,NO,NO
北京理工大学(中外合作办学),202,专业组202,,NO,NO
"教
北京理工大学",203,专业组203,,NO,NO
北京理工大学(珠海校区),204,专业组204,,NO,NO
"省
北京科技大学",204,专业组204,,NO,NO
北京科技大学,205,专业组205,,NO,NO
北京科技大学,206,专业组206,,NO,NO
北京化工大学,202,专业组202,,NO,NO
北京化工大学,203,专业组203,,NO,NO
北京化工大学(中外合作办学),204,专业组204,,NO,NO
北京化工大学(中外合作办学),"育
205","专业组育
205",,NO,NO
北京工商大学,201,专业组201,,NO,NO
"教
北京工商大学",202,专业组202,,NO,NO
北京服装学院,202,专业组202,,NO,NO
北京服装学院,203,专业组203,,NO,NO
北京邮电大学,202,专业组202,,NO,NO
北京印刷学院,202,专业组202,,NO,NO
北京建筑大学,201,专业组201,,NO,NO
北京建筑大学,202,专业组202,,NO,NO
"广
北京建筑大学",203,专业组203,,NO,NO
北京石油化工学院,201,专业组201,,NO,NO
北京石油化工学院,202,专业组202,,NO,NO
中国农业大学,202,专业组202,,NO,NO
中国农业大学(中外合作办学),203,专业组203,,NO,NO
中国农业大学,204,专业组204,,NO,NO
北京林业大学,207,专业组207,,NO,NO
北京林业大学,208,专业组208,,NO,NO
北京林业大学,211,专业组211,,NO,NO
北京林业大学,212,专业组212,,NO,NO
北京林业大学,"广
213","专业组广
213",,NO,NO
北京林业大学,215,专业组215,,NO,NO
北京林业大学(中外合作办学),216,专业组216,,NO,NO
北京林业大学,217,专业组217,,NO,NO
北京林业大学,219,专业组219,,NO,NO
北京中医药大学,203,专业组203,,NO,NO
北京中医药大学,204,专业组204,,NO,NO
北京师范大学,204,专业组204,,NO,NO
北京师范大学,206,专业组206,,NO,NO
首都师范大学,203,专业组203,,NO,NO
首都体育学院,202,专业组202,,NO,NO
北京外国语大学,204,专业组204,,NO,NO
北京外国语大学,"院
205","专业组院
205",,NO,NO
北京外国语大学,206,专业组206,,NO,NO
北京外国语大学,207,专业组207,,NO,NO
北京语言大学,203,专业组203,,NO,NO
"考
北京语言大学",204,专业组204,,NO,NO
北京语言大学,205,专业组205,,NO,NO
北京语言大学,206,专业组206,,NO,NO
"育
中国传媒大学",204,专业组204,,NO,NO
中国传媒大学(中外合作办学),205,专业组205,,NO,NO
中国传媒大学,206,专业组206,,NO,NO
"教
中国传媒大学(中外合作办学)",207,专业组207,,NO,NO
"省
中央财经大学",202,专业组202,,NO,NO
中央财经大学(中外合作办学),203,专业组203,,NO,NO
对外经济贸易大学,203,专业组203,,NO,NO
对外经济贸易大学,204,专业组204,,NO,NO
北京物资学院,202,专业组202,,NO,NO
北京物资学院,203,专业组203,,NO,NO
首都经济贸易大学,"育
202","专业组育
202",,NO,NO
中国人民公安大学,201,专业组201,,NO,NO
"教
北京体育大学",204,专业组204,,NO,NO
北京体育大学,205,专业组205,,NO,NO
北京体育大学(中外合作办学),206,专业组206,,NO,NO
北京体育大学,208,专业组208,,NO,NO
北京体育大学,209,专业组209,,NO,NO
中央美术学院,203,专业组203,,NO,NO
中央美术学院(中外合作办学),204,专业组204,,NO,NO
"广
中央美术学院",205,专业组205,,NO,NO
中央民族大学,205,专业组205,,NO,NO
中央民族大学,206,专业组206,,NO,NO
中央民族大学(合作办学),208,专业组208,,NO,NO
中国政法大学,205,专业组205,,NO,NO
中国政法大学,"广
207","专业组广
207",,NO,NO
华北电力大学(北京),203,专业组203,,NO,NO
华北电力大学(北京),204,专业组204,,NO,NO
南开大学,202,专业组202,,NO,NO
南开大学,203,专业组203,,NO,NO
天津科技大学,203,专业组203,,NO,NO
天津科技大学(中外合作办学),204,专业组204,,NO,NO
天津科技大学,205,专业组205,,NO,NO
天津科技大学(中外合作办学),206,专业组206,,NO,NO
天津工业大学,202,专业组202,,NO,NO
天津工业大学,"院
203","专业组院
203",,NO,NO
天津工业大学,204,专业组204,,NO,NO
天津工业大学,205,专业组205,,NO,NO
天津工业大学,207,专业组207,,NO,NO
天津工业大学(中外合作办学),208,专业组208,,NO,NO
"考
中国民航大学",205,专业组205,,NO,NO
天津理工大学,201,专业组201,,NO,NO
"育
天津理工大学(中外合作办学)",202,专业组202,,NO,NO
天津理工大学,203,专业组203,,NO,NO
天津理工大学(中外合作办学),204,专业组204,,NO,NO
"教
天津农学院",201,专业组201,,NO,NO
天津农学院,202,专业组202,,NO,NO
"省
天津农学院",203,专业组203,,NO,NO
天津农学院,204,专业组204,,NO,NO
天津中医药大学,203,专业组203,,NO,NO
天津中医药大学,204,专业组204,,NO,NO
天津中医药大学,"育
207","专业组育
207",,NO,NO
"教
天津师范大学",205,专业组205,,NO,NO
天津师范大学,207,专业组207,,NO,NO
天津师范大学,208,专业组208,,NO,NO
天津师范大学,210,专业组210,,NO,NO
天津师范大学,211,专业组211,,NO,NO
天津师范大学,215,专业组215,,NO,NO
"广
天津职业技术师范大学",201,专业组201,,NO,NO
天津职业技术师范大学,202,专业组202,,NO,NO
天津外国语大学,211,专业组211,,NO,NO
天津外国语大学,212,专业组212,,NO,NO
天津商业大学,204,专业组204,,NO,NO
天津商业大学(中外合作办学),205,专业组205,,NO,NO
天津商业大学,206,专业组206,,NO,NO
天津财经大学,203,专业组203,,NO,NO
天津财经大学(中外合作办学),"广
204","专业组广
204",,NO,NO
天津财经大学,205,专业组205,,NO,NO
天津体育学院,202,专业组202,,NO,NO
河北工程大学,201,专业组201,,NO,NO
河北工程大学,202,专业组202,,NO,NO
河北工程大学,203,专业组203,,NO,NO
河北工程大学,204,专业组204,,NO,NO
河北工程大学,206,专业组206,,NO,NO
河北地质大学,202,专业组202,,NO,NO
河北地质大学,203,专业组203,,NO,NO
华北水利水电大学,201,专业组201,,NO,NO
华北水利水电大学(中外合作办学),"院
202","专业组院
202",,NO,NO
华北电力大学(保定),203,专业组203,,NO,NO
华北电力大学(保定),204,专业组204,,NO,NO
河北工业大学,202,专业组202,,NO,NO
河北工业大学,203,专业组203,,NO,NO
"考
河北工业大学",204,专业组204,,NO,NO
河北工业大学(联合培养),205,专业组205,,NO,NO
河北工业大学(联合培养),206,专业组206,,NO,NO
"育
华北理工大学(中外合作办学)",204,专业组204,,NO,NO
华北理工大学,205,专业组205,,NO,NO
华北理工大学,206,专业组206,,NO,NO
"教
华北理工大学",207,专业组207,,NO,NO
华北理工大学,208,专业组208,,NO,NO
"省
华北理工大学",211,专业组211,,NO,NO
河北医科大学,202,专业组202,,NO,NO
河北医科大学,203,专业组203,,NO,NO
河北医科大学,204,专业组204,,NO,NO
河北北方学院,201,专业组201,,NO,NO
承德医学院,201,专业组201,,NO,NO
河北师范大学,"育
202","专业组育
202",,NO,NO
河北师范大学,203,专业组203,,NO,NO
"教
河北师范大学",204,专业组204,,NO,NO
衡水学院,202,专业组202,,NO,NO
衡水学院(中外合作办学),204,专业组204,,NO,NO
邯郸学院,201,专业组201,,NO,NO
邢台学院,202,专业组202,,NO,NO
"广
石家庄铁道大学",202,专业组202,,NO,NO
石家庄铁道大学,203,专业组203,,NO,NO
石家庄铁道大学,204,专业组204,,NO,NO
山西大学,202,专业组202,,NO,NO
太原科技大学,201,专业组201,,NO,NO
中北大学,203,专业组203,,NO,NO
中北大学,204,专业组204,,NO,NO
中北大学,205,专业组205,,NO,NO
中北大学,206,专业组206,,NO,NO
中北大学,207,专业组207,,NO,NO
中北大学,"广
208","专业组广
208",,NO,NO
太原理工大学,201,专业组201,,NO,NO
山西农业大学,203,专业组203,,NO,NO
山西农业大学,204,专业组204,,NO,NO
山西农业大学,205,专业组205,,NO,NO
山西医科大学,201,专业组201,,NO,NO
山西医科大学,202,专业组202,,NO,NO
长治医学院,201,专业组201,,NO,NO
长治医学院,202,专业组202,,NO,NO
山西师范大学,202,专业组202,,NO,NO
山西师范大学,203,专业组203,,NO,NO
山西师范大学,204,专业组204,,NO,NO
山西大同大学,"院
202","专业组院
202",,NO,NO
忻州师范学院,201,专业组201,,NO,NO
忻州师范学院,202,专业组202,,NO,NO
山西财经大学,202,专业组202,,NO,NO
山西财经大学,203,专业组203,,NO,NO
"考
内蒙古大学",205,专业组205,,NO,NO
内蒙古大学,206,专业组206,,NO,NO
内蒙古大学,207,专业组207,,NO,NO
"育
内蒙古大学",208,专业组208,,NO,NO
内蒙古大学,209,专业组209,,NO,NO
内蒙古大学,210,专业组210,,NO,NO
"教
内蒙古大学",211,专业组211,,NO,NO
"省
内蒙古科技大学",203,专业组203,,NO,NO
内蒙古科技大学,204,专业组204,,NO,NO
内蒙古科技大学,205,专业组205,,NO,NO
内蒙古工业大学,201,专业组201,,NO,NO
内蒙古工业大学,202,专业组202,,NO,NO
内蒙古工业大学,203,专业组203,,NO,NO
内蒙古工业大学,"育
204","专业组育
204",,NO,NO
"教
内蒙古工业大学",206,专业组206,,NO,NO
内蒙古农业大学,202,专业组202,,NO,NO
内蒙古农业大学,203,专业组203,,NO,NO
内蒙古医科大学,201,专业组201,,NO,NO
内蒙古医科大学,202,专业组202,,NO,NO
内蒙古师范大学,203,专业组203,,NO,NO
内蒙古民族大学,202,专业组202,,NO,NO
"广
内蒙古民族大学",203,专业组203,,NO,NO
内蒙古民族大学,204,专业组204,,NO,NO
辽宁大学(中外合作办学),213,专业组213,,NO,NO
辽宁大学(中外合作办学),214,专业组214,,NO,NO
辽宁大学(中外合作办学),215,专业组215,,NO,NO
辽宁大学,216,专业组216,,NO,NO
辽宁大学(联合培养),217,专业组217,,NO,NO
大连理工大学,202,专业组202,,NO,NO
大连理工大学(中外合作办学),"广
203","专业组广
203",,NO,NO
沈阳工业大学,202,专业组202,,NO,NO
沈阳工业大学,203,专业组203,,NO,NO
沈阳工业大学,204,专业组204,,NO,NO
沈阳工业大学,205,专业组205,,NO,NO
沈阳航空航天大学,201,专业组201,,NO,NO
沈阳理工大学,201,专业组201,,NO,NO
沈阳理工大学,202,专业组202,,NO,NO
沈阳理工大学,203,专业组203,,NO,NO
沈阳理工大学,204,专业组204,,NO,NO
东北大学,201,专业组201,,NO,NO
东北大学,202,专业组202,,NO,NO
东北大学,"院
203","专业组院
203",,NO,NO
东北大学,204,专业组204,,NO,NO
东北大学,205,专业组205,,NO,NO
东北大学,207,专业组207,,NO,NO
东北大学(中外合作办学),208,专业组208,,NO,NO
"考
东北大学(中外合作办学)",209,专业组209,,NO,NO
辽宁科技大学,201,专业组201,,NO,NO
辽宁科技大学(中外合作办学),202,专业组202,,NO,NO
"育
辽宁工程技术大学",202,专业组202,,NO,NO
辽宁工程技术大学,203,专业组203,,NO,NO
辽宁工程技术大学,204,专业组204,,NO,NO
"教
辽宁石油化工大学",201,专业组201,,NO,NO
辽宁石油化工大学(中外合作办学),202,专业组202,,NO,NO
"省
沈阳化工大学",201,专业组201,,NO,NO
沈阳化工大学,202,专业组202,,NO,NO
沈阳化工大学,203,专业组203,,NO,NO
沈阳化工大学(中外合作办学),204,专业组204,,NO,NO
大连交通大学(中外合作办学),202,专业组202,,NO,NO
大连交通大学,203,专业组203,,NO,NO
大连交通大学,"育
204","专业组育
204",,NO,NO
"教
大连交通大学(中外合作办学)",206,专业组206,,NO,NO
大连海事大学,203,专业组203,,NO,NO
大连海事大学(中外合作办学),204,专业组204,,NO,NO
大连海事大学(中外合作办学),206,专业组206,,NO,NO
大连工业大学,204,专业组204,,NO,NO
大连工业大学,206,专业组206,,NO,NO
大连工业大学,207,专业组207,,NO,NO
"广
大连工业大学",208,专业组208,,NO,NO
大连工业大学(学术互认),213,专业组213,,NO,NO
大连工业大学(中外合作办学),214,专业组214,,NO,NO
沈阳建筑大学,201,专业组201,,NO,NO
沈阳建筑大学,202,专业组202,,NO,NO
沈阳建筑大学(中外合作办学),203,专业组203,,NO,NO
沈阳建筑大学,204,专业组204,,NO,NO
沈阳建筑大学(中外合作办学),205,专业组205,,NO,NO
大连海洋大学,"广
201","专业组广
201",,NO,NO
大连海洋大学,202,专业组202,,NO,NO
大连海洋大学,203,专业组203,,NO,NO
中国医科大学,201,专业组201,,NO,NO
中国医科大学(中外合作办学),202,专业组202,,NO,NO
锦州医科大学,201,专业组201,,NO,NO
锦州医科大学(中外合作办学),203,专业组203,,NO,NO
大连医科大学,201,专业组201,,NO,NO
沈阳药科大学,"院
202","专业组院
202",,NO,NO
沈阳医学院,201,专业组201,,NO,NO
"考
鞍山师范学院",202,专业组202,,NO,NO
大连外国语大学,203,专业组203,,NO,NO
大连外国语大学,204,专业组204,,NO,NO
"育
大连外国语大学",205,专业组205,,NO,NO
东北财经大学(中外合作办学),210,专业组210,,NO,NO
"教
东北财经大学(中外合作办学)",211,专业组211,,NO,NO
东北财经大学(中外合作办学),212,专业组212,,NO,NO
"省
东北财经大学(中外合作办学)",213,专业组213,,NO,NO
东北财经大学(中外合作办学),214,专业组214,,NO,NO
东北财经大学(中外合作办学),215,专业组215,,NO,NO
沈阳音乐学院,202,专业组202,,NO,NO
吉林大学,206,专业组206,,NO,NO
吉林大学,207,专业组207,,NO,NO
吉林大学,"育
208","专业组育
208",,NO,NO
吉林大学,209,专业组209,,NO,NO
"教
吉林大学",210,专业组210,,NO,NO
吉林大学,211,专业组211,,NO,NO
吉林大学(联合培养),212,专业组212,,NO,NO
延边大学,203,专业组203,,NO,NO
长春理工大学,204,专业组204,,NO,NO
"广
长春理工大学",205,专业组205,,NO,NO
长春理工大学,206,专业组206,,NO,NO
长春理工大学,207,专业组207,,NO,NO
长春理工大学,208,专业组208,,NO,NO
长春理工大学,209,专业组209,,NO,NO
长春理工大学,210,专业组210,,NO,NO
长春理工大学(中外合作办学),211,专业组211,,NO,NO
长春理工大学(中外合作办学),212,专业组212,,NO,NO
长春理工大学(中外合作办学),213,专业组213,,NO,NO
东北电力大学,202,专业组202,,NO,NO
东北电力大学,"广
203","专业组广
203",,NO,NO
东北电力大学(中外合作办学),205,专业组205,,NO,NO
长春工业大学,201,专业组201,,NO,NO
长春工业大学(中外合作办学),202,专业组202,,NO,NO
长春工业大学,203,专业组203,,NO,NO
长春工业大学,204,专业组204,,NO,NO
长春工业大学,205,专业组205,,NO,NO
长春工业大学,206,专业组206,,NO,NO
长春工业大学(中外合作办学),207,专业组207,,NO,NO
吉林建筑大学,201,专业组201,,NO,NO
吉林建筑大学(中外合作办学),202,专业组202,,NO,NO
吉林建筑大学,203,专业组203,,NO,NO
吉林建筑大学(中外合作办学),"院
204","专业组院
204",,NO,NO
吉林农业大学,201,专业组201,,NO,NO
吉林农业大学,202,专业组202,,NO,NO
长春中医药大学,201,专业组201,,NO,NO
长春中医药大学,202,专业组202,,NO,NO
"考
东北师范大学",204,专业组204,,NO,NO
东北师范大学,205,专业组205,,NO,NO
北华大学,203,专业组203,,NO,NO
"育
北华大学",204,专业组204,,NO,NO
北华大学,205,专业组205,,NO,NO
"教
吉林师范大学",203,专业组203,,NO,NO
长春师范大学,203,专业组203,,NO,NO
"省
长春师范大学",204,专业组204,,NO,NO
白城师范学院,201,专业组201,,NO,NO
吉林财经大学,206,专业组206,,NO,NO
吉林财经大学(中外合作办学),207,专业组207,,NO,NO
黑龙江大学,202,专业组202,,NO,NO
黑龙江大学,"育
203","专业组育
203",,NO,NO
黑龙江大学,204,专业组204,,NO,NO
"教
黑龙江大学",205,专业组205,,NO,NO
哈尔滨工业大学(中外合作办学),201,专业组201,,NO,NO
哈尔滨工业大学(中外合作办学),202,专业组202,,NO,NO
哈尔滨工业大学(中外合作办学),204,专业组204,,NO,NO
哈尔滨工业大学(中外合作办学),206,专业组206,,NO,NO
哈尔滨理工大学,203,专业组203,,NO,NO
哈尔滨理工大学,204,专业组204,,NO,NO
"广
哈尔滨理工大学",205,专业组205,,NO,NO
哈尔滨理工大学,206,专业组206,,NO,NO
哈尔滨理工大学,208,专业组208,,NO,NO
哈尔滨理工大学,209,专业组209,,NO,NO
哈尔滨理工大学,210,专业组210,,NO,NO
燕山大学,203,专业组203,,NO,NO
哈尔滨工程大学,203,专业组203,,NO,NO
哈尔滨工程大学,"广
204","专业组广
204",,NO,NO
哈尔滨工程大学(中外合作办学),205,专业组205,,NO,NO
哈尔滨工程大学(中外合作办学),206,专业组206,,NO,NO
黑龙江科技大学,204,专业组204,,NO,NO
东北石油大学,203,专业组203,,NO,NO
东北石油大学,204,专业组204,,NO,NO
东北石油大学,205,专业组205,,NO,NO
佳木斯大学,203,专业组203,,NO,NO
佳木斯大学,204,专业组204,,NO,NO
佳木斯大学,205,专业组205,,NO,NO
佳木斯大学,206,专业组206,,NO,NO
东北农业大学,"院
204","专业组院
204",,NO,NO
东北农业大学,205,专业组205,,NO,NO
东北农业大学,206,专业组206,,NO,NO
东北农业大学(中外合作办学),209,专业组209,,NO,NO
"考
东北农业大学(中外合作办学)",210,专业组210,,NO,NO
东北农业大学(中外合作办学),211,专业组211,,NO,NO
东北农业大学(中外合作办学),212,专业组212,,NO,NO
"育
东北林业大学",202,专业组202,,NO,NO
东北林业大学,203,专业组203,,NO,NO
东北林业大学(中外合作办学),205,专业组205,,NO,NO
"教
东北林业大学(中外合作办学)",206,专业组206,,NO,NO
东北林业大学(中外合作办学),207,专业组207,,NO,NO
"省
哈尔滨医科大学",201,专业组201,,NO,NO
哈尔滨医科大学,202,专业组202,,NO,NO
哈尔滨医科大学,203,专业组203,,NO,NO
黑龙江中医药大学,201,专业组201,,NO,NO
黑龙江中医药大学,202,专业组202,,NO,NO
黑龙江中医药大学,203,专业组203,,NO,NO
牡丹江医科大学,"育
201","专业组育
201",,NO,NO
"教
哈尔滨师范大学",204,专业组204,,NO,NO
哈尔滨师范大学,205,专业组205,,NO,NO
哈尔滨师范大学,206,专业组206,,NO,NO
齐齐哈尔大学,204,专业组204,,NO,NO
牡丹江师范学院,203,专业组203,,NO,NO
"广
牡丹江师范学院",204,专业组204,,NO,NO
牡丹江师范学院,205,专业组205,,NO,NO
哈尔滨学院,204,专业组204,,NO,NO
哈尔滨商业大学,203,专业组203,,NO,NO
哈尔滨商业大学,204,专业组204,,NO,NO
哈尔滨商业大学,205,专业组205,,NO,NO
哈尔滨体育学院,203,专业组203,,NO,NO
哈尔滨金融学院,202,专业组202,,NO,NO
复旦大学,203,专业组203,,NO,NO
复旦大学,204,专业组204,,NO,NO
复旦大学,"广
206","专业组广
206",,NO,NO
同济大学,202,专业组202,,NO,NO
同济大学,203,专业组203,,NO,NO
同济大学(中外合作办学),204,专业组204,,NO,NO
上海交通大学,202,专业组202,,NO,NO
上海交通大学,203,专业组203,,NO,NO
上海交通大学(中外合作办学),204,专业组204,,NO,NO
华东理工大学,202,专业组202,,NO,NO
华东理工大学,203,专业组203,,NO,NO
上海理工大学,203,专业组203,,NO,NO
上海理工大学(中外合作办学),204,专业组204,,NO,NO
上海海事大学,"院
202","专业组院
202",,NO,NO
上海海事大学,203,专业组203,,NO,NO
东华大学,204,专业组204,,NO,NO
上海电力大学(中外合作办学),202,专业组202,,NO,NO
上海应用技术大学,201,专业组201,,NO,NO
"考
上海应用技术大学",203,专业组203,,NO,NO
上海应用技术大学,204,专业组204,,NO,NO
上海健康医学院,201,专业组201,,NO,NO
"育
上海健康医学院",202,专业组202,,NO,NO
上海海洋大学(中外合作办学),203,专业组203,,NO,NO
上海海洋大学,204,专业组204,,NO,NO
"教
上海海洋大学",205,专业组205,,NO,NO
华东师范大学,204,专业组204,,NO,NO
"省
华东师范大学",205,专业组205,,NO,NO
上海师范大学(中外合作办学),202,专业组202,,NO,NO
上海外国语大学(中外合作办学),205,专业组205,,NO,NO
上海外国语大学,206,专业组206,,NO,NO
上海财经大学,203,专业组203,,NO,NO
上海财经大学,204,专业组204,,NO,NO
上海海关学院,"育
202","专业组育
202",,NO,NO
上海海关学院,203,专业组203,,NO,NO
"教
华东政法大学",202,专业组202,,NO,NO
上海体育大学,203,专业组203,,NO,NO
南京大学,202,专业组202,,NO,NO
南京大学,203,专业组203,,NO,NO
苏州大学,205,专业组205,,NO,NO
苏州大学,206,专业组206,,NO,NO
"广
苏州大学",207,专业组207,,NO,NO
苏州大学,208,专业组208,,NO,NO
苏州大学,209,专业组209,,NO,NO
苏州大学,210,专业组210,,NO,NO
东南大学,203,专业组203,,NO,NO
南京航空航天大学,201,专业组201,,NO,NO
南京航空航天大学(中外合作办学),203,专业组203,,NO,NO
南京理工大学,202,专业组202,,NO,NO
南京理工大学,203,专业组203,,NO,NO
江苏科技大学,203,专业组203,,NO,NO
江苏科技大学,204,专业组204,,NO,NO
江苏科技大学,"广
205","专业组广
205",,NO,NO
中国矿业大学,203,专业组203,,NO,NO
中国矿业大学,205,专业组205,,NO,NO
中国矿业大学(中外合作办学),207,专业组207,,NO,NO
中国矿业大学(中外合作办学),209,专业组209,,NO,NO
南京工业大学,202,专业组202,,NO,NO
常州大学,202,专业组202,,NO,NO
常州大学,203,专业组203,,NO,NO
常州大学,204,专业组204,,NO,NO
常州大学,205,专业组205,,NO,NO
南京邮电大学,"院
201","专业组院
201",,NO,NO
河海大学,204,专业组204,,NO,NO
河海大学,205,专业组205,,NO,NO
江南大学(中外合作办学),204,专业组204,,NO,NO
江南大学,205,专业组205,,NO,NO
"考
江南大学",206,专业组206,,NO,NO
江南大学,207,专业组207,,NO,NO
江南大学(中外合作办学),208,专业组208,,NO,NO
"育
南京林业大学",203,专业组203,,NO,NO
南京林业大学,204,专业组204,,NO,NO
南京林业大学,205,专业组205,,NO,NO
"教
江苏大学",202,专业组202,,NO,NO
江苏大学,203,专业组203,,NO,NO
"省
南京信息工程大学",204,专业组204,,NO,NO
南京信息工程大学(中外合作办学),205,专业组205,,NO,NO
南京信息工程大学,206,专业组206,,NO,NO
南京信息工程大学(中外合作办学),207,专业组207,,NO,NO
南通大学,205,专业组205,,NO,NO
南通大学,206,专业组206,,NO,NO
南通大学,"育
207","专业组育
207",,NO,NO
盐城工学院,201,专业组201,,NO,NO
"教
盐城工学院",202,专业组202,,NO,NO
南京农业大学,204,专业组204,,NO,NO
南京农业大学,205,专业组205,,NO,NO
南京医科大学,203,专业组203,,NO,NO
南京中医药大学,201,专业组201,,NO,NO
中国药科大学,204,专业组204,,NO,NO
中国药科大学(中外合作办学),205,专业组205,,NO,NO
"广
南京师范大学",202,专业组202,,NO,NO
南京师范大学,203,专业组203,,NO,NO
江苏师范大学(中外合作办学),205,专业组205,,NO,NO
江苏师范大学,206,专业组206,,NO,NO
江苏师范大学(中外合作办学),207,专业组207,,NO,NO
盐城师范学院,202,专业组202,,NO,NO
盐城师范学院,203,专业组203,,NO,NO
盐城师范学院,204,专业组204,,NO,NO
南京财经大学,204,专业组204,,NO,NO
南京财经大学(中外合作办学),205,专业组205,,NO,NO
南京财经大学,206,专业组206,,NO,NO
南京体育学院,"广
201","专业组广
201",,NO,NO
南京艺术学院,202,专业组202,,NO,NO
苏州科技大学,203,专业组203,,NO,NO
苏州科技大学(中外合作办学),204,专业组204,,NO,NO
苏州科技大学,205,专业组205,,NO,NO
苏州科技大学(中外合作办学),206,专业组206,,NO,NO
常熟理工学院,201,专业组201,,NO,NO
浙江大学,202,专业组202,,NO,NO
杭州电子科技大学,202,专业组202,,NO,NO
杭州电子科技大学,203,专业组203,,NO,NO
杭州电子科技大学(中外合作办学),204,专业组204,,NO,NO
浙江工业大学,"院
201","专业组院
201",,NO,NO
浙江工业大学,202,专业组202,,NO,NO
浙江工业大学,203,专业组203,,NO,NO
浙江工业大学,205,专业组205,,NO,NO
浙江工业大学(中外合作办学),206,专业组206,,NO,NO
"考
浙江工业大学(中外合作办学)",207,专业组207,,NO,NO
浙江理工大学,202,专业组202,,NO,NO
"育
浙江理工大学",203,专业组203,,NO,NO
浙江理工大学(中外合作办学),204,专业组204,,NO,NO
浙江理工大学,205,专业组205,,NO,NO
"教
浙江理工大学",206,专业组206,,NO,NO
浙江海洋大学,201,专业组201,,NO,NO
"省
浙江海洋大学",202,专业组202,,NO,NO
浙江海洋大学,203,专业组203,,NO,NO
浙江海洋大学(中外合作办学),204,专业组204,,NO,NO
浙江农林大学,202,专业组202,,NO,NO
浙江农林大学,203,专业组203,,NO,NO
浙江农林大学(中外合作办学),204,专业组204,,NO,NO
温州医科大学,"育
201","专业组育
201",,NO,NO
温州医科大学,202,专业组202,,NO,NO
"教
浙江中医药大学",204,专业组204,,NO,NO
浙江师范大学,206,专业组206,,NO,NO
浙江师范大学(中外合作办学),208,专业组208,,NO,NO
浙江师范大学,209,专业组209,,NO,NO
浙江师范大学,211,专业组211,,NO,NO
浙江师范大学(中外合作办学),212,专业组212,,NO,NO
"广
杭州师范大学",202,专业组202,,NO,NO
杭州师范大学,203,专业组203,,NO,NO
杭州师范大学,204,专业组204,,NO,NO
杭州师范大学(中外合作办学),205,专业组205,,NO,NO
杭州师范大学(中外合作办学),206,专业组206,,NO,NO
湖州师范学院,202,专业组202,,NO,NO
湖州师范学院,203,专业组203,,NO,NO
温州大学,204,专业组204,,NO,NO
温州大学,205,专业组205,,NO,NO
温州大学,206,专业组206,,NO,NO
温州大学(中外合作办学),207,专业组207,,NO,NO
丽水学院,"广
201","专业组广
201",,NO,NO
丽水学院,202,专业组202,,NO,NO
丽水学院,203,专业组203,,NO,NO
丽水学院,204,专业组204,,NO,NO
浙江工商大学,203,专业组203,,NO,NO
浙江工商大学,204,专业组204,,NO,NO
浙江工商大学,205,专业组205,,NO,NO
嘉兴大学,201,专业组201,,NO,NO
中国美术学院,202,专业组202,,NO,NO
中国计量大学,201,专业组201,,NO,NO
中国计量大学,202,专业组202,,NO,NO
中国计量大学,203,专业组203,,NO,NO
中国计量大学,"院
204","专业组院
204",,NO,NO
安徽大学,203,专业组203,,NO,NO
安徽大学,204,专业组204,,NO,NO
安徽大学(中外合作办学),207,专业组207,,NO,NO
安徽大学(中外合作办学),208,专业组208,,NO,NO
"考
中国科学技术大学",201,专业组201,,NO,NO
合肥工业大学,203,专业组203,,NO,NO
合肥工业大学(中外合作办学),205,专业组205,,NO,NO
"育
合肥工业大学",206,专业组206,,NO,NO
安徽工业大学,202,专业组202,,NO,NO
安徽工业大学,203,专业组203,,NO,NO
"教
安徽理工大学",201,专业组201,,NO,NO
安徽理工大学,202,专业组202,,NO,NO
"省
安徽理工大学",203,专业组203,,NO,NO
安徽工程大学,201,专业组201,,NO,NO
安徽工程大学,202,专业组202,,NO,NO
安徽工程大学(中外合作办学),203,专业组203,,NO,NO
安徽农业大学,"育
202","专业组育
202",,NO,NO
安徽农业大学,203,专业组203,,NO,NO
"教
安徽农业大学",204,专业组204,,NO,NO
安徽医科大学,201,专业组201,,NO,NO
安徽医科大学,202,专业组202,,NO,NO
安徽中医药大学,202,专业组202,,NO,NO
安徽中医药大学,203,专业组203,,NO,NO
安庆师范大学,202,专业组202,,NO,NO
淮北师范大学,204,专业组204,,NO,NO
"广
淮北师范大学",205,专业组205,,NO,NO
安徽财经大学,203,专业组203,,NO,NO
安徽财经大学(中外合作办学),205,专业组205,,NO,NO
铜陵学院,202,专业组202,,NO,NO
铜陵学院,203,专业组203,,NO,NO
厦门大学,205,专业组205,,NO,NO
厦门大学,206,专业组206,,NO,NO
厦门大学,207,专业组207,,NO,NO
厦门大学(马来西亚分校),208,专业组208,,NO,NO
厦门大学(马来西亚分校),209,专业组209,,NO,NO
华侨大学,"广
205","专业组广
205",,NO,NO
